work_id;m.aterial_id;consumption_per_work_unit;waste_coeff
w.264;m.681;1;1.0
w.264;m.469;1;1.0
w.264;m.1059;1;1.0
w.264;m.740;1;1.0
w.264;m.641;1;1.0
w.265;m.1046;1;1.0
w.265;m.641;1;1.0
w.266;m.734;1;1.0
w.266;m.418;1;1.0
w.266;m.649;1;1.0
w.266;m.652;1;1.0
w.266;m.377;1;1.0
w.275;m.386;1;1.0
w.275;m.692;1;1.0
w.278;m.386;1;1.0
w.278;m.692;1;1.0
w.278;m.1014;1;1.0
w.296;m.538;1;1.0
w.296;m.630;1;1.0
w.296;m.875;1;1.0
w.296;m.876;1;1.0
w.296;m.1021;1;1.0
w.296;m.1025;1;1.0
w.297;m.538;1;1.0
w.297;m.630;1;1.0
w.297;m.875;1;1.0
w.297;m.876;1;1.0
w.297;m.1021;1;1.0
w.297;m.1025;1;1.0
w.298;m.538;1;1.0
w.298;m.630;1;1.0
w.298;m.875;1;1.0
w.298;m.876;1;1.0
w.298;m.1021;1;1.0
w.298;m.1025;1;1.0
w.299;m.538;1;1.0
w.299;m.630;1;1.0
w.299;m.875;1;1.0
w.299;m.876;1;1.0
w.299;m.1021;1;1.0
w.299;m.1025;1;1.0
w.300;m.538;1;1.0
w.300;m.630;1;1.0
w.300;m.875;1;1.0
w.300;m.876;1;1.0
w.300;m.1021;1;1.0
w.300;m.1025;1;1.0
w.301;m.538;1;1.0
w.301;m.630;1;1.0
w.301;m.875;1;1.0
w.301;m.876;1;1.0
w.301;m.1021;1;1.0
w.301;m.1025;1;1.0
w.302;m.538;1;1.0
w.302;m.630;1;1.0
w.302;m.875;1;1.0
w.302;m.876;1;1.0
w.302;m.1021;1;1.0
w.302;m.1025;1;1.0
w.303;m.538;1;1.0
w.303;m.630;1;1.0
w.303;m.875;1;1.0
w.303;m.876;1;1.0
w.303;m.1021;1;1.0
w.303;m.1025;1;1.0
w.304;m.538;1;1.0
w.304;m.630;1;1.0
w.304;m.875;1;1.0
w.304;m.876;1;1.0
w.304;m.1021;1;1.0
w.304;m.1025;1;1.0
w.306;m.538;1;1.0
w.306;m.630;1;1.0
w.306;m.875;1;1.0
w.306;m.876;1;1.0
w.306;m.1021;1;1.0
w.306;m.1025;1;1.0
w.311;m.1015;1;1.0
w.311;m.1013;1;1.0
w.312;m.925;1;1.0
w.312;m.444;1;1.0
w.313;m.456;1;1.0
w.314;m.456;1;1.0
w.336;m.421;1;1.0
w.341;m.412;1;1.0
w.341;m.534;1;1.0
w.341;m.536;1;1.0
w.341;m.468;1;1.0
w.343;m.421;1;1.0
w.345;m.374;1;1.0
w.347;m.426;1;1.0
w.347;m.951;1;1.0
w.347;m.401;1;1.0
w.347;m.896;1;1.0
w.347;m.752;1;1.0
w.347;m.918;1;1.0
w.347;m.919;1;1.0
w.349;m.946;1;1.0
w.349;m.999;1;1.0
w.349;m.948;1;1.0
w.349;m.724;1;1.0
w.349;m.487;1;1.0
w.349;m.945;1;1.0
w.349;m.723;1;1.0
w.349;m.722;1;1.0
w.349;m.721;1;1.0
w.349;m.933;1;1.0
w.349;m.934;1;1.0
w.349;m.583;1;1.0
w.349;m.742;1;1.0
w.349;m.719;1;1.0
w.349;m.718;1;1.0
w.349;m.942;1;1.0
w.349;m.931;1;1.0
w.349;m.947;1;1.0
w.349;m.631;1;1.0
w.349;m.488;1;1.0
w.349;m.998;1;1.0
w.350;m.586;1;1.0
w.350;m.643;1;1.0
w.350;m.641;1;1.0
w.351;m.725;1;1.0
w.351;m.489;1;1.0
w.351;m.949;1;1.0
w.351;m.950;1;1.0
w.351;m.999;1;1.0
w.355;m.578;1;1.0
w.355;m.705;1;1.0
w.355;m.985;1;1.0
w.355;m.620;1;1.0
w.355;m.533;1;1.0
w.355;m.817;1;1.0
w.355;m.675;1;1.0
w.355;m.973;1;1.0
w.355;m.690;1;1.0
w.355;m.992;1;1.0
w.355;m.961;1;1.0
w.355;m.962;1;1.0
w.355;m.916;1;1.0
w.355;m.706;1;1.0
w.355;m.790;1;1.0
w.355;m.592;1;1.0
w.356;m.578;1;1.0
w.356;m.585;1;1.0
w.356;m.705;1;1.0
w.356;m.985;1;1.0
w.356;m.620;1;1.0
w.356;m.533;1;1.0
w.356;m.987;1;1.0
w.356;m.988;1;1.0
w.356;m.973;1;1.0
w.356;m.690;1;1.0
w.356;m.992;1;1.0
w.356;m.961;1;1.0
w.356;m.962;1;1.0
w.356;m.916;1;1.0
w.356;m.877;1;1.0
w.356;m.706;1;1.0
w.356;m.790;1;1.0
w.356;m.592;1;1.0
w.356;m.632;1;1.0
w.356;m.485;1;1.0
w.356;m.484;1;1.0
w.357;m.671;1;1.0
w.357;m.643;1;1.0
w.357;m.674;1;1.0
w.357;m.635;1;1.0
w.357;m.617;1;1.0
w.367;m.578;1;1.0
w.367;m.620;1;1.0
w.367;m.973;1;1.0
w.367;m.690;1;1.0
w.367;m.992;1;1.0
w.367;m.961;1;1.0
w.367;m.962;1;1.0
w.367;m.706;1;1.0
w.367;m.592;1;1.0
w.367;m.632;1;1.0
w.368;m.985;1;1.0
w.368;m.706;1;1.0
w.369;m.706;1;1.0
w.369;m.690;1;1.0
w.369;m.961;1;1.0
w.369;m.962;1;1.0
w.370;m.817;1;1.0
w.370;m.675;1;1.0
w.370;m.973;1;1.0
w.370;m.690;1;1.0
w.370;m.992;1;1.0
w.370;m.706;1;1.0
w.371;m.916;1;1.0
w.371;m.706;1;1.0
w.383;m.867;1;1.0
w.389;m.421;1;1.0
w.390;m.866;1;1.0
w.391;m.866;1;1.0
w.395;m.374;1;1.0
w.395;m.952;1;1.0
w.395;m.483;1;1.0
w.395;m.426;1;1.0
w.395;m.974;1;1.0
w.397;m.582;1;1.0
w.397;m.581;1;1.0
w.397;m.621;1;1.0
w.397;m.957;1;1.0
w.397;m.993;1;1.0
w.397;m.897;1;1.0
w.398;m.951;1;1.0
w.398;m.921;1;1.0
w.398;m.654;1;1.0
w.398;m.475;1;1.0
w.403;m.449;1;1.0
w.404;m.449;1;1.0
w.405;m.1039;1;1.0
w.412;m.615;1;1.0
w.418;m.453;1;1.0
w.424;m.503;1;1.0
w.424;m.502;1;1.0
w.424;m.939;1;1.0
w.424;m.627;1;1.0
w.424;m.477;1;1.0
w.424;m.375;1;1.0
w.424;m.641;1;1.0
w.425;m.503;1;1.0
w.425;m.502;1;1.0
w.425;m.477;1;1.0
w.425;m.375;1;1.0
w.425;m.641;1;1.0
w.425;m.482;1;1.0
w.425;m.914;1;1.0
w.426;m.788;1;1.0
w.426;m.787;1;1.0
w.426;m.497;1;1.0
w.426;m.599;1;1.0
w.426;m.825;1;1.0
w.426;m.814;1;1.0
w.426;m.813;1;1.0
w.426;m.408;1;1.0
w.427;m.503;1;1.0
w.427;m.502;1;1.0
w.427;m.939;1;1.0
w.427;m.654;1;1.0
w.427;m.477;1;1.0
w.427;m.375;1;1.0
w.427;m.641;1;1.0
w.428;m.503;1;1.0
w.428;m.502;1;1.0
w.428;m.939;1;1.0
w.428;m.627;1;1.0
w.428;m.477;1;1.0
w.428;m.375;1;1.0
w.428;m.641;1;1.0
w.429;m.503;1;1.0
w.429;m.502;1;1.0
w.429;m.505;1;1.0
w.429;m.508;1;1.0
w.429;m.499;1;1.0
w.429;m.939;1;1.0
w.429;m.627;1;1.0
w.429;m.477;1;1.0
w.429;m.375;1;1.0
w.429;m.641;1;1.0
w.430;m.503;1;1.0
w.430;m.502;1;1.0
w.430;m.939;1;1.0
w.430;m.627;1;1.0
w.430;m.477;1;1.0
w.430;m.375;1;1.0
w.430;m.641;1;1.0
w.431;m.503;1;1.0
w.431;m.502;1;1.0
w.431;m.939;1;1.0
w.431;m.627;1;1.0
w.431;m.477;1;1.0
w.431;m.375;1;1.0
w.431;m.641;1;1.0
w.432;m.786;1;1.0
w.432;m.650;1;1.0
w.432;m.641;1;1.0
w.433;m.474;1;1.0
w.433;m.854;1;1.0
w.433;m.513;1;1.0
w.433;m.958;1;1.0
w.433;m.959;1;1.0
w.433;m.375;1;1.0
w.433;m.641;1;1.0
w.434;m.474;1;1.0
w.434;m.854;1;1.0
w.434;m.513;1;1.0
w.434;m.958;1;1.0
w.434;m.959;1;1.0
w.434;m.375;1;1.0
w.434;m.641;1;1.0
w.435;m.854;1;1.0
w.435;m.513;1;1.0
w.435;m.958;1;1.0
w.435;m.959;1;1.0
w.435;m.375;1;1.0
w.435;m.641;1;1.0
w.436;m.375;1;1.0
w.436;m.855;1;1.0
w.436;m.474;1;1.0
w.437;m.594;1;1.0
w.437;m.449;1;1.0
w.438;m.449;1;1.0
w.438;m.598;1;1.0
w.439;m.449;1;1.0
w.439;m.598;1;1.0
w.440;m.449;1;1.0
w.440;m.598;1;1.0
w.441;m.596;1;1.0
w.441;m.477;1;1.0
w.441;m.375;1;1.0
w.447;m.600;1;1.0
w.447;m.601;1;1.0
w.447;m.570;1;1.0
w.447;m.562;1;1.0
w.457;m.1053;1;1.0
w.457;m.780;1;1.0
w.457;m.779;1;1.0
w.457;m.782;1;1.0
w.457;m.704;1;1.0
w.457;m.1006;1;1.0
w.458;m.1052;1;1.0
w.458;m.780;1;1.0
w.458;m.779;1;1.0
w.458;m.782;1;1.0
w.458;m.704;1;1.0
w.458;m.1006;1;1.0
w.458;m.1004;1;1.0
w.459;m.954;1;1.0
w.459;m.780;1;1.0
w.459;m.779;1;1.0
w.459;m.782;1;1.0
w.459;m.704;1;1.0
w.459;m.1054;1;1.0
w.459;m.1006;1;1.0
w.459;m.1004;1;1.0
w.460;m.975;1;1.0
w.460;m.1003;1;1.0
w.460;m.954;1;1.0
w.460;m.780;1;1.0
w.460;m.779;1;1.0
w.460;m.782;1;1.0
w.460;m.704;1;1.0
w.460;m.1006;1;1.0
w.460;m.1055;1;1.0
w.461;m.1003;1;1.0
w.461;m.954;1;1.0
w.461;m.780;1;1.0
w.461;m.779;1;1.0
w.461;m.782;1;1.0
w.461;m.704;1;1.0
w.461;m.1006;1;1.0
w.462;m.1051;1;1.0
w.462;m.780;1;1.0
w.462;m.779;1;1.0
w.462;m.782;1;1.0
w.462;m.704;1;1.0
w.462;m.1006;1;1.0
w.463;m.1047;1;1.0
w.463;m.780;1;1.0
w.463;m.779;1;1.0
w.463;m.782;1;1.0
w.463;m.704;1;1.0
w.463;m.1006;1;1.0
w.464;m.1052;1;1.0
w.464;m.780;1;1.0
w.464;m.779;1;1.0
w.464;m.782;1;1.0
w.464;m.704;1;1.0
w.464;m.1006;1;1.0
w.464;m.1004;1;1.0
w.465;m.954;1;1.0
w.465;m.780;1;1.0
w.465;m.779;1;1.0
w.465;m.782;1;1.0
w.465;m.704;1;1.0
w.465;m.1048;1;1.0
w.465;m.1006;1;1.0
w.465;m.1004;1;1.0
w.466;m.1003;1;1.0
w.466;m.954;1;1.0
w.466;m.780;1;1.0
w.466;m.779;1;1.0
w.466;m.782;1;1.0
w.466;m.704;1;1.0
w.466;m.1006;1;1.0
w.466;m.1050;1;1.0
w.467;m.1003;1;1.0
w.467;m.954;1;1.0
w.467;m.780;1;1.0
w.467;m.779;1;1.0
w.467;m.782;1;1.0
w.467;m.704;1;1.0
w.467;m.1006;1;1.0
w.471;m.503;1;1.0
w.471;m.502;1;1.0
w.471;m.939;1;1.0
w.471;m.627;1;1.0
w.471;m.477;1;1.0
w.471;m.375;1;1.0
w.471;m.641;1;1.0
w.471;m.597;1;1.0
w.471;m.601;1;1.0
w.471;m.615;1;1.0
w.471;m.693;1;1.0
w.471;m.481;1;1.0
w.472;m.503;1;1.0
w.472;m.502;1;1.0
w.472;m.505;1;1.0
w.472;m.499;1;1.0
w.472;m.508;1;1.0
w.472;m.939;1;1.0
w.472;m.627;1;1.0
w.472;m.477;1;1.0
w.472;m.375;1;1.0
w.472;m.641;1;1.0
w.472;m.597;1;1.0
w.472;m.601;1;1.0
w.472;m.615;1;1.0
w.472;m.693;1;1.0
w.472;m.481;1;1.0
w.473;m.502;1;1.0
w.473;m.939;1;1.0
w.473;m.627;1;1.0
w.473;m.477;1;1.0
w.473;m.375;1;1.0
w.473;m.641;1;1.0
w.473;m.597;1;1.0
w.473;m.601;1;1.0
w.473;m.615;1;1.0
w.473;m.693;1;1.0
w.473;m.481;1;1.0
w.518;m.783;1;1.0
w.518;m.738;1;1.0
w.518;m.639;1;1.0
w.518;m.366;1;1.0
w.518;m.365;1;1.0
w.518;m.447;1;1.0
w.518;m.845;1;1.0
w.518;m.757;1;1.0
w.518;m.660;1;1.0
w.518;m.657;1;1.0
w.518;m.1057;1;1.0
w.518;m.978;1;1.0
w.518;m.766;1;1.0
w.518;m.661;1;1.0
w.518;m.824;1;1.0
