material_id;material_name;image_url;item_url;unit;unit_price;expenditure;weight
m.477;Дюбель-гвоздь 6x40 мм потайная манжета полипропилен (200 шт.);https://cs.p-static.ru/image/25622016/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/161381/;упак.;319,00;;0,6
m.478;Дюбель-гвоздь звукоизоляционный ТехноСонус 70х6 мм (100 шт.);https://cs.p-static.ru/image/28453944/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/630619/;упак.;1 799,00;;0,5
m.479;Дюбель-гвоздь Hard-Fix 6x40 мм цилиндрическая манжета нейлон (40 шт.);https://cs.p-static.ru/image/8259676/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/142070;упак.;419,00;;0,15
m.480;Дюбель-гвоздь Hard-Fix 6x80 мм потайная манжета нейлон (70 шт.);https://cs.p-static.ru/image/8259298/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/139054/;упак.;899,00;;0,628
m.481;Дюбель-хомут для круглого кабеля Tech-Krep 19-25 мм белый (100 шт.);https://cs.p-static.ru/image/1682111/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/114560/;упак.;188,00;;0,133
m.482;Дюбель-хомут для круглого кабеля Tech-Krep 5-10 мм белый (100 шт.);https://cs.p-static.ru/image/1682144/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/114561/;упак.;147,00;;0,089
m.483;Евроконус Rehau Rautitan Flex 16 мм х 3/4 для труб из сшитого полиэтилена (12663521003);https://cs.p-static.ru/image/185980/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/133953/;шт.;751,00;;0,07
m.484;"Заглушка для коллектора Far 1"" (FK 4100 1)";https://cs.p-static.ru/image/7509816/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/624364/;шт.;339,00;;0,061
m.485;Заглушка для коллектора Far 3/4 (FK 4100 34);https://cs.p-static.ru/image/7509979/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/624365/;шт.;280,00;;0,043
m.486;Заглушка Ostendorf HTM d40 мм пластиковая для внутренней канализации (111620);https://cs.p-static.ru/image/1588119/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/102597/;шт.;26,00;;0,009
m.487;Заглушка Ostendorf HTM d50 мм пластиковая для внутренней канализации (112620);https://cs.p-static.ru/image/1588164/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/102598/;шт.;24,00;;0,1
m.488;Заглушка Pro Aqua Comfort d110 мм пластиковая для внутренней канализации;https://cs.p-static.ru/image/1599479/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/141225/;шт.;7,00;;0,06
m.489;Заглушка Rehau Raupiano Plus d50 мм пластиковая шумопоглащающая для внутренней канализации;https://cs.p-static.ru/image/27746399/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/502847/;шт.;98,00;;0,016
m.490;Замок для панелей ХДФ Kronospan Kronowall 3D 140х90х150 мм (100 шт.);https://cs.p-static.ru/image/13095072/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/633463;упак.;717,00;;0,46
m.491;Замок мебельный 30 мм (серебро) 2 ключа;https://cs.p-static.ru/image/12911050/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/680223/;шт.;133,00;;0,07
m.492;Затирка цементная Церезит CE 40 aquastatic 01 белая 2 кг;https://cs.p-static.ru/image/53642939/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/102860/;шт.;614,00;;2
m.493;Зубило пикообразное SDS-plus КМ (815745) 250 мм;https://cs.p-static.ru/image/30575164/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/815745/;шт.;139,00;;0,23
m.494;Зубило плоское SDS-plus КМ (815746) 22х250 мм;https://cs.p-static.ru/image/37620619/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/815746/;шт.;99,00;;0,25
m.495;Зубило плоское SDS-plus КМ (815747) 40х250 мм;https://cs.p-static.ru/image/37620733/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/815747/;шт.;139,00;;0,26
m.496;Изолента КМ ПВХ синий 15 мм 20 м односторонняя;https://cs.p-static.ru/image/8761076/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/679625/;шт.;45,00;;0,06
m.497;Изолятор Bironi для витого провода пластиковый слоновая кость (100 шт.);https://cs.p-static.ru/image/29117891/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/673078/;упак.;1 410,00;;0,275
m.498;Инсталляция Geberit Sigma Duofix для подвесного унитаза без кнопки (111.300.00.5);https://cs.p-static.ru/image/55997414/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/811028/;шт.;25 490,00;;14,919
m.499;Интернет-кабель (витая пара) FTP CAT6 LAN 641 4х2х0,57 мм экранированный Cavel;https://cs.p-static.ru/image/22658513/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/907832/;м.пог.;152,00;;0,06
m.500;Кабель Кабэкс ВВГнг 2х1,5;https://cs.p-static.ru/image/6421759/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103073/;м.пог.;58,00;;0,121
m.501;Кабель Кабэкс ВВГнг(А)-LS 3х1,5;https://cs.p-static.ru/image/6422407/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103085/;м.пог.;67,00;;0,14
m.502;Кабель Кабэкс ВВГнг(А)-LS 3х1,5 (100 м);https://cs.p-static.ru/image/6422461/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103086/;шт.;6 456,00;;14,036
m.503;Кабель Кабэкс ВВГнг(А)-LS 3х2,5 (100 м);https://cs.p-static.ru/image/6422569/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103088/;шт.;10 285,00;;18,152
m.504;Кабель Кабэкс ВВГнг(А)-LS 5х1,5;https://cs.p-static.ru/image/6661389/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/670987/;м.пог.;110,00;;0,198
m.505;Кабель Кабэкс ВВГнг(А)-LS 5х2,5;https://cs.p-static.ru/image/6422893/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/125600/;м.пог.;173,00;;0,262
m.506;Кабель Кабэкс ВВГнг(А)-LS 5х4;https://cs.p-static.ru/image/5822691/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/125602/;м.пог.;278,00;;0,374
m.507;Кабель Кабэкс ВВГнг(А)-LS 5х6;https://cs.p-static.ru/image/5822799/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/125604/;м.пог.;394,00;;0,495
m.508;Кабель Кабэкс ВВГПнг(А)-LS 3х6;https://cs.p-static.ru/image/5822421/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103105/;м.пог.;236,00;;0,256
m.509;Кабель Камкабель ВВГнг(А)-LS 2х1,5;https://cs.p-static.ru/image/30862561/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/997025/;м.пог.;70,00;;0,12
m.510;Кабель Камкабель ВВГнг(А)-LS 3х6;https://cs.p-static.ru/image/30862649/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/997029/;м.пог.;307,00;;0,32
m.511;Кабель Камкабель ВВГнг(А)-LS 5х10;https://cs.p-static.ru/image/37937874/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1035850/;м.пог.;815,00;;0,76
m.512;Кабель коаксиальный телевизионный SAT 703B 1х1 мм экранированный Rexant Green Line;https://cs.p-static.ru/image/80745/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/503565/;м.пог.;41,00;;0,04
m.513;Кабель-канал Agis Profile 25х16 мм белый 2 м (60.01.25.16.200);https://cs.p-static.ru/image/34002899/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1021742/;шт.;80,00;;0,24
m.514;Кабель-канал Agis Profile 40х25 мм белый 2 м (60.01.40.25.200);https://cs.p-static.ru/image/39259895/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1021745/;шт.;167,00;;0,44
m.515;Кабель-канал Agis Profile 60х40 мм белый 2 м (60.01.60.40.200);https://cs.p-static.ru/image/37992611/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1021747/;шт.;245,00;;0,84
m.516;Кабель-канал DKC 100х60 мм белый 2 м (01786);https://cs.p-static.ru/image/14355724/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103126/;шт.;1 095,00;;1,197
m.517;Карандаш строительный малярный Hesler (10 шт.);https://cs.p-static.ru/image/4579765/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/139567/;упак.;109,00;;0,1
m.518;Карандаш строительный малярный Hesler (2 шт.);https://cs.p-static.ru/image/4578949/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/125418;упак.;21,00;;0,02
m.519;Картон гофрированный двухслойный 1,05х23,8 м (25 кв.м);https://cs.p-static.ru/image/4778015/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/128619/?utm_referrer=https%3a%2f%2fmoscow.petrovich.ru%2fcart%2fpre-order%2ffiz%2f;рул.;1 059,00;;5,61
m.520;Кельма бетонщика Hesler/Wenzo 160 мм с деревянной ручкой;https://cs.p-static.ru/image/1236320/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/132895;шт.;201,00;;0,23
m.521;Керамзит фракция 5-10 мм 0,05 куб.м;https://cs.p-static.ru/image/47388568/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/169324/;шт.;280,00;;16
m.522;Кирпич рядовой Мстера полнотелый М150 250х120х65 мм 1NF;https://cs.p-static.ru/image/7123823/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/679215/;шт.;25,40;;3,5
m.523;Кирпич рядовой Теллура полнотелый М150 250х120х65 мм 1NF;https://cs.p-static.ru/image/7486567/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/683854/;шт.;25,00;;3,5
m.524;Кисть макловица искусственная щетина пластиковая ручка 150х70 мм для обойного клея и грунтов на водной основе;https://cs.p-static.ru/image/4647153/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103392/;шт.;112,00;;0,1
m.525;Кисть макловица смешанная щетина пластиковая ручка 140х40 мм для ЛКМ на водной основе и клея;https://cs.p-static.ru/image/4650220/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/125520/;шт.;381,00;;0,1
m.526;Кисть плоская натуральная щетина пластиковая ручка Wenzo Pro 50х12 мм для эмалей и лаков на алкидной основе;https://cs.p-static.ru/image/15168625/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/688345/;шт.;159,00;;0,041
m.527;Кисть плоская смешанная щетина деревянная ручка 100х12 мм для красок и антисептиков на водной основе;https://cs.p-static.ru/image/4659572/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/133259/;шт.;110,00;;0,065
m.528;Кисть плоская смешанная щетина деревянная ручка 100х12 мм для красок и антисептиков на водной основе;https://cs.p-static.ru/image/4659572/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/133259/;шт.;110,00;;0,065
m.529;Кисть плоская смешанная щетина деревянная ручка Wenzo Wood 25х12 мм для красок на водной основе;https://cs.p-static.ru/image/4647585/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103399/;шт.;109,00;;0,03
m.530;Кисть плоская смешанная щетина пластиковая ручка Beorol 30х14 мм для эмалей и лаков на любой основе;https://cs.p-static.ru/image/53107308/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1073923/;шт.;82,00;;0,03
m.531;Кисть плоская смешанная щетина пластиковая ручка Beorol Universal 40х15 мм для эмалей и лаков на любой основе;https://cs.p-static.ru/image/53107313/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1073924/;шт.;105,00;;0,04
m.532;Кисть плоская смешанная щетина пластиковая ручка Wenzo Pro 50х12 мм для красок на водной основе;https://cs.p-static.ru/image/15171538/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/688358/;шт.;156,00;;0,04
m.533;Клапан обратный Stout 1/2 ВР(г) х 1/2 ВР(г) (SVC-0011-000015);https://cs.p-static.ru/image/24524938/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/683034/;шт.;998,00;;0,2
m.534;Клей для газобетона Волма Блок 25 кг;https://cs.p-static.ru/image/1790184/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/142844/;шт.;529,00;;25
m.535;Клей для газобетона Русеан 25 кг;https://cs.p-static.ru/image/38898088/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1011115/;шт.;302,00;;25
m.536;Клей для кладки блоков профессиональный Tytan Professional EURO 870 мл;https://cs.p-static.ru/image/2104225/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/166346/;шт.;938,00;;1,056
m.537;Клей для ПГП/ГКЛ/ГВЛ Knauf Перлфикс гипсовый 30 кг;https://cs.p-static.ru/image/1867547/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/105669/;шт.;669,00;;30
m.538;Клей для плитки и керамогранита Церезит СМ 17 FibreForce эластичный серый класс C2 TE S1 25 кг;https://cs.p-static.ru/image/53659120/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/771580/;шт.;2 536,00;;25
m.539;Клей для плитки и керамогранита Церезит CM17 Аэрогель эластичный белый класс C2 TE S1 25 кг;https://cs.p-static.ru/image/53324468/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1098859/;шт.;3 044,00;;25
m.540;Клей для плитки и керамогранита Церезит CM17 Аэрогель эластичный белый класс C2 TE S1 25 кг;https://cs.p-static.ru/image/53324468/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1098859/;шт.;3 044,00;;25
m.541;Клей для плитки/ керамогранита/ камня/ клинкера Litokol Litoflex K80 усиленный фиброволокном серый класс C2 E 25 кг;https://cs.p-static.ru/image/53536399/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/986062/;шт.;1 190,00;;25
m.542;Клей для плитки/ керамогранита/ мозаики/ камня Knauf Мрамор белый класс C2 25 кг;https://cs.p-static.ru/image/1867451/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/104844/;шт.;1 231,00;;25
m.543;Клей для плитки/ мозаики/ камня Plitonit Mosaic White белый класс C1 TE 25 кг;https://cs.p-static.ru/image/36075617/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1029500/;шт.;1 106,00;;25
m.544;Клей для стеклообоев Oscar готовый 10 кг;https://cs.p-static.ru/image/55092655/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/168212/;шт.;2 987,00;;10,453
m.545;Клей для флизелиновых обоев Kleo Extra 55 380 г;https://cs.p-static.ru/image/50165359/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1079561/;шт.;867,00;;0,38
m.546;Клей контактный каучуковый SoundGuard универсальный 1 кг/0,9 л;https://cs.p-static.ru/image/7539142/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/683459/;шт.;893,00;;1,2
m.547;Клей контактный каучуковый SoundGuard универсальный 1 кг/0,9 л;https://cs.p-static.ru/image/7539142/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/683459/;шт.;893,00;;1,2
m.548;Клей монтажный акриловый Orac Decor Decofix pro plus FDP550 белый 310 мл;https://cs.p-static.ru/image/37274372/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1032812/;шт.;830,00;;0,472
m.549;Клей монтажный гибридный Tytan Professional Fix2 GT белый 290 мл;https://cs.p-static.ru/image/34010555/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/642607/;шт.;1 155,00;;0,51
m.550;Клей монтажный каучуковый Titebond Heavy Duty Сверхсильный светло-коричневый 296 мл;https://cs.p-static.ru/image/7539794/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/683493/;шт.;590,00;;0,34
m.551;Клей монтажный каучуковый Tytan для зеркал бежевый 310 мл;https://cs.p-static.ru/image/2100221/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/134094/;шт.;702,00;;0,41
m.552;Клей стыковочный полиуретановый Orac Decofix extra plus FX250 прозрачный 310 мл;https://cs.p-static.ru/image/37274459/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1032813/;шт.;2 400,00;;0,36
m.553;Клей универсальный профессиональный Knauf 850 мл;https://cs.p-static.ru/image/8379430/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/690947/;шт.;831,00;;0,9
m.554;Клей-герметик гибридный MS-полимерный Tytan Fix2 Clear прозрачный 290 мл;https://cs.p-static.ru/image/7184178/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/678850/;шт.;1 244,00;;0,36
m.555;Клемма на 2 провода Electrovolt 221-412 0,2-4 кв.мм с рычажками без пасты (6 шт.) (ЦБ-00015528/605078);https://cs.p-static.ru/image/23978631/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/938925/;упак.;247,00;;0,036
m.556;Клемма на 2 провода Electrovolt 2273-202 0,5-2,5 кв.мм самозажимная без пасты (20 шт.) (ЦБ-00015532/605009);https://cs.p-static.ru/image/27609531/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/938904/;упак.;160,00;;0,046
m.557;Клемма на 2 провода Wago 0,5-2,5 кв.мм самозажимная без пасты (100 шт.) (2273-202/2665);https://cs.p-static.ru/image/1685258/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/132531/;упак.;2 230,00;;0,096
m.558;Клемма на 2 провода Wago 0,5-2,5 кв.мм самозажимная без пасты (100 шт.) (2273-202/2665);https://cs.p-static.ru/image/1685258/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/132531/;упак.;2 230,00;;0,096
m.559;Клемма на 2 провода Wago 0,5-6 кв.мм с рычажками без пасты (50 шт.) (221-612);https://cs.p-static.ru/image/29501091/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/970916/;упак.;4 719,00;;0,174
m.560;Клемма на 2 провода Wago 0,5-6 кв.мм с рычажками без пасты (50 шт.) (221-612);https://cs.p-static.ru/image/29501091/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/970916/;упак.;4 719,00;;0,174
m.561;Клемма на 3 провода Electrovolt 221-413 0,2-4 кв.мм с рычажками без пасты (20 шт.) (ЦБ-00015529/605054);https://cs.p-static.ru/image/23971761/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/938918/;упак.;916,00;;0,078
m.562;Клемма на 3 провода Stekker 0,5-2,5 кв.мм самозажимная без пасты (20 шт.) (49830);https://cs.p-static.ru/image/48382664/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1057829/;упак.;290,00;;0,03
m.563;Клемма на 3 провода Wago 0,08-2,5 кв.мм с рычажками без пасты (50 шт.) (222-413/2651);https://cs.p-static.ru/image/178113/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/102659/;упак.;3 209,00;;0,244
m.564;Клемма на 3 провода Wago 0,5-2,5 кв.мм самозажимная без пасты (100 шт.) (2273-203/2666);https://cs.p-static.ru/image/1685319/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/132536/;упак.;2 290,00;;0,126
m.565;Клемма на 3 провода Wago 0,5-2,5 кв.мм самозажимная без пасты (100 шт.) (2273-203/2666);https://cs.p-static.ru/image/1685319/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/132536/;упак.;2 290,00;;0,126
m.566;Клемма на 3 провода Wago 0,5-6 кв.мм с рычажками без пасты (30 шт.) (221-613);https://cs.p-static.ru/image/29501231/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/970917/;упак.;3 479,00;;0,15
m.567;Клемма на 3 провода Wago 221-413 0,2-4 кв.мм с рычажками без пасты (50 шт.) (ЦБ-00015765/808442);https://cs.p-static.ru/image/24488959/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/938931/;упак.;3 343,00;;0,151
m.568;Клемма на 3 провода Wago 221-413 0,2-4 кв.мм с рычажками без пасты (50 шт.) (ЦБ-00015765/808442);https://cs.p-static.ru/image/24488959/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/938931/;упак.;3 343,00;;0,151
m.569;Клемма на 3 провода Wago 2273-243 0,5-2,5 кв. мм самозажимная с пастой (20 шт.);https://cs.p-static.ru/image/2626471/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/633619/;упак.;317,00;;0,02
m.570;Клемма на 4 провода Stekker 0,5-2,5 кв.мм самозажимная с пастой (20 шт.) (49835);https://cs.p-static.ru/image/48383714/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1057834/;упак.;390,00;;0,06
m.571;Клемма на 4 провода Wago 0,5-2,5 кв.мм самозажимная без пасты (100 шт.) (2273-204/2667);https://cs.p-static.ru/image/31335/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/132537/;упак.;2 895,00;;0,154
m.572;Клемма на 5 проводов КМ 2273-205 0,5-2,5 кв.мм самозажимная без пасты (20 шт.) (ЦБ-00021636);https://cs.p-static.ru/image/54006958/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1085113/;упак.;298,00;;0,01
m.573;Клемма на 5 проводов Wago 0,08-2,5 кв.мм с рычажками без пасты (40 шт.) (222-415/2652);https://cs.p-static.ru/image/1677929/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/102660/;упак.;4 099,00;;0,294
m.574;Клипса прижимная для плит толщиной 12-15 мм Armstrong (200 шт.);https://cs.p-static.ru/image/31365034/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1001611/;упак.;8 207,00;;1,15
m.575;Колено горизонтальное пластиковое для плоских воздуховодов 55х110 мм 90°;https://cs.p-static.ru/image/45279/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103580/;шт.;205,00;;0,09
m.576;Колено для круглых воздуховодов ERA пластиковое d100 мм 90°;https://cs.p-static.ru/image/22186/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103575/;шт.;111,00;;0,12
m.577;Колено для круглых воздуховодов Era пластиковое d125 мм 90°;https://cs.p-static.ru/image/113125/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103576/;шт.;132,00;;0,17
m.578;Коллектор Far 3/4 ВР(г) х 3 выхода 1/2 НР(ш) х 3/4 НР(ш) регулируемый (FK 3822 3412TP);https://cs.p-static.ru/image/7503076/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/502762/;шт.;4 029,00;;0,72
m.579;Коллектор Stout 3/4 ВР(г) х 2 выхода 1/2 НР(ш) х 3/4 НР(ш) регулирующий (SMB-6850-341202);https://cs.p-static.ru/image/8560305/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/683076/;шт.;2 519,00;;0,47
m.580;Коллекторная группа с расходомерами нержавеющая сталь Stout 1 ВР(г) х 7 выходов 3/4 НР(ш) ЕК х 1 ВР(г);https://cs.p-static.ru/image/30549279/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/602631/;шт.;25 410,00;;3,89
m.581;Коллекторная группа с расходомерами нержавеющая сталь Valtec 1 ВР(г) х 6 выходов 3/4 НР(ш) ЕК х 1 ВР(г);https://cs.p-static.ru/image/13789742/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/150401/;шт.;25 719,00;;6,9
m.582;Коллекторный шкаф Stout ШРН-2 накладной 6-7 выходов (SCC-0001-000067);https://cs.p-static.ru/image/30329/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/126675/;шт.;3 826,00;;7,7
m.583;Кольцо уплотнительное Ostendorf HT d50 мм для внутренней канализации (880020);https://cs.p-static.ru/image/1588744/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103761/;шт.;43,00;;0,1
m.584;Комбинезон малярный защитный универсальный рост 170-188 см белый;https://cs.p-static.ru/image/17332926/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103762/;шт.;229,00;;0,18
m.585;Компенсатор гидроударов Far 1/2 НР(ш) 10-50 бар (FA 2895 12);https://cs.p-static.ru/image/6286150/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/141001/;шт.;3 643,00;;0,4
m.586;Комплект для звукоизоляции труб TechnoSonus Base;https://cs.p-static.ru/image/27469256/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/980540/;упак.;3 790,00;;8
m.587;Комплект для подключения промывных фильтров Супримпласт 14х40 мм;https://cs.p-static.ru/image/58317081/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1079893/;шт.;734,00;;0,28
m.588;Комплект для подключения промывных фильтров Супримпласт 14х40 мм;https://cs.p-static.ru/image/58317081/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1079893/;шт.;734,00;;0,28
m.589;Комплект наклеек сантехнических Valtec (NVTPBC);https://cs.p-static.ru/image/28603890/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/989335/;шт.;1 170,00;;0,015
m.590;Комплект наклеек сантехнических Valtec (NVTPBC);https://cs.p-static.ru/image/28603890/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/989335/;шт.;1 170,00;;0,015
m.591;Коннектор для светодиодной ленты SMD 3528 Navigator (14518) 220 В (5 шт.);https://cs.p-static.ru/image/17725182/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/503725/;упак.;254,00;;0,03
m.592;Консоль Walraven Rapid Rail 30х20х1,8х200 мм (6603720R);https://cs.p-static.ru/image/36533072/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/1031678/;шт.;951,00;;0,3
m.593;Контейнер строительный пластиковый круглый 40 л Эконом;https://cs.p-static.ru/image/30779336/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/103795;шт.;430,00;;1,12
m.594;Коробка монтажная для силовых розеток Blanca скрытая установка IP40;https://cs.p-static.ru/image/83771/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/503053/;шт.;160,00;;0,075
m.595;Коробка распределительная 100х100х50 мм IP55 Systeme Electric (IMT350911);https://cs.p-static.ru/image/90851/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/128024/;шт.;177,00;;0,111
m.596;Коробка распределительная 103х103х32 мм IP54 Hegel (КР2504-И);https://cs.p-static.ru/image/12926930/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/636630/;шт.;82,00;;0,1
m.597;Коробка распределительная 70х70х40 мм IP55 Systeme Electric (IMT350901);https://cs.p-static.ru/image/95429/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/128023/;шт.;92,00;;0,074
m.598;Коробка распределительная для гипсокартона 100х100х50 мм IP20 Systeme Electric (IMT351611);https://cs.p-static.ru/image/96949/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/128022/;шт.;92,00;;0,076
m.599;Коробка распределительная Bironi Лизетта накладная слоновая кость ретро (B1-522-211-K);https://cs.p-static.ru/image/5908003/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/653424/;шт.;497,00;;0,11
m.600;Коробка установочная Systeme Electric для бетона d68х45 мм IP30 (IMT351001);https://cs.p-static.ru/image/98090/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/128015/;шт.;18,00;;0,017
m.601;Коробка установочная Systeme Electric для бетона d68х61 мм IP30 (IMT351011);https://cs.p-static.ru/image/89984/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/128016/;шт.;20,00;;0,02
m.602;Коробка установочная Systeme Electric для гипсокартона d68х45 мм IP20 (IMT351501);https://cs.p-static.ru/image/91224/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/128020/;шт.;36,00;;0,025
m.603;Коронка алмазная КМ (666156) по керамограниту d8 мм для УШМ;https://cs.p-static.ru/image/8053718/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/666156/;шт.;554,00;;0,06
m.604;Коронка алмазная КМ (666162) по керамограниту d22 мм для УШМ;https://cs.p-static.ru/image/8054690/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/666162/;шт.;839,00;;0,1
m.605;Коронка алмазная КМ (666167) по керамограниту d35 мм для УШМ;https://cs.p-static.ru/image/8055500/original-300x300-fit.jpg;https://moscow.petrovich.ru/product/666167/;шт.;1 030,00;;0,16
